Land;Partner;Variable;Einheit;Jahr;Wert;Quelle
AUS;CHE;Total Imports;Bln. Us-$;2008;1.9199284;UN Comtrade Database
AUS;CHE;Total Imports;Bln. Us-$;2009;1.952086608;UN Comtrade Database
AUS;CHE;Total Imports;Bln. Us-$;2010;1.977865932;UN Comtrade Database
AUS;CHE;Total Imports;Bln. Us-$;2011;3.065674365;UN Comtrade Database
AUS;CHE;Total Imports;Bln. Us-$;2012;2.989986056;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2000;0.048671457;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2001;0.042973603;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2002;0.0491369;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2003;0.093345868;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2004;0.074791158;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2005;0.103564765;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2006;0.114008259;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2007;0.282648445;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2008;0.58864267;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2009;0.485110663;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2010;0.843887668;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2011;0.96864922;UN Comtrade Database
AUS;CHL;Total Imports;Bln. Us-$;2012;1.237774346;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2000;5.257274179;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2001;5.33414515;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2002;6.999489807;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2003;9.298552972;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2004;13.180809581;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2005;16.295248913;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2006;19.213497973;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2007;24.053871144;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2008;29.89635305;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2009;28.350562283;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2010;35.260833026;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2011;43.447909794;UN Comtrade Database
AUS;CHN;Total Imports;Bln. Us-$;2012;45.996260698;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2000;0.002840254;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2001;0.00223651;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2002;0.002412202;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2003;0.003016814;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2004;0.001725147;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2005;0.002793798;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2006;0.004553143;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2007;0.006202235;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2008;0.009479514;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2009;0.008811969;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2010;0.008225862;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2011;0.011287599;UN Comtrade Database
AUS;CYP;Total Imports;Bln. Us-$;2012;0.012930974;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2000;0.043466551;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2001;0.036391296;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2002;0.058266472;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2003;0.078665319;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2004;0.111624915;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2005;0.136601341;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2006;0.152259964;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2007;0.188775909;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2008;0.31638129;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2009;0.184972789;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2010;0.236317103;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2011;0.382578892;UN Comtrade Database
AUS;CZE;Total Imports;Bln. Us-$;2012;0.440028146;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2000;3.408077087;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2001;3.447219124;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2002;3.997183802;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2003;5.182840468;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2004;6.037545122;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2005;6.644810983;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2006;6.779217568;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2007;8.07425692;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2008;9.624450505;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2009;8.411024378;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2010;9.424405425;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2011;10.952151825;UN Comtrade Database
AUS;DEU;Total Imports;Bln. Us-$;2012;11.628403415;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2000;0.329237777;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2001;0.289722747;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2002;0.407944908;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2003;0.511611887;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2004;0.71890969;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2005;0.721413103;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2006;0.777060147;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2007;0.815817562;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2008;0.863919777;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2009;0.877305402;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2010;0.917477378;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2011;1.021187767;UN Comtrade Database
AUS;DNK;Total Imports;Bln. Us-$;2012;1.178067288;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2000;0.38032749;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2001;0.387790077;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2002;0.499559071;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2003;0.682134831;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2004;0.940085628;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2005;0.982308613;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2006;1.040617001;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2007;1.514213389;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2008;1.748850046;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2009;1.271849894;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2010;1.48528747;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2011;1.859998178;UN Comtrade Database
AUS;ESP;Total Imports;Bln. Us-$;2012;2.981896266;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2000;0.004298935;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2001;0.001230666;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2002;0.001045399;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2003;0.002714828;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2004;0.010127918;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2005;0.013225536;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2006;0.010318969;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2007;0.007697021;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2008;0.01490902;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2009;0.013655601;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2010;0.036179257;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2011;0.052309206;UN Comtrade Database
AUS;EST;Total Imports;Bln. Us-$;2012;0.038364514;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2000;0.417144141;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2001;0.389040361;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2002;0.363442452;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2003;0.422513945;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2004;0.539238476;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2005;0.636529864;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2006;0.602288338;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2007;0.741668911;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2008;0.898967329;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2009;0.583445586;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2010;0.656853016;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2011;0.995505087;UN Comtrade Database
AUS;FIN;Total Imports;Bln. Us-$;2012;0.953929204;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2000;1.352530721;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2001;1.333603442;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2002;1.761572713;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2003;2.491277855;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2004;3.078173414;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2005;3.813881954;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2006;3.112637787;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2007;3.880127543;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2008;4.241155946;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2009;3.238654188;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2010;3.433570846;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2011;3.867853788;UN Comtrade Database
AUS;FRA;Total Imports;Bln. Us-$;2012;3.946471398;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2000;4.030746971;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2001;3.246809479;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2002;3.184855181;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2003;3.55827023;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2004;4.233943368;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2005;4.723358875;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2006;4.694057362;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2007;6.716464835;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2008;8.440539576;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2009;4.9078482;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2010;5.212683283;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2011;6.939310763;UN Comtrade Database
AUS;GBR;Total Imports;Bln. Us-$;2012;6.953420812;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2000;0.060216066;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2001;0.054589199;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2002;0.22831447;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2003;0.150708079;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2004;0.100704488;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2005;0.110037641;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2006;0.114298771;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2007;0.129578018;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2008;0.147271663;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2009;0.122502971;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2010;0.142077553;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2011;0.153605181;UN Comtrade Database
AUS;GRC;Total Imports;Bln. Us-$;2012;0.175164446;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2000;0.005720701;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2001;0.004328815;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2002;0.006115913;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2003;0.008437022;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2004;0.013757558;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2005;0.016260006;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2006;0.013316602;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2007;0.014825335;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2008;0.01752846;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2009;0.032175763;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2010;0.026561383;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2011;0.024870472;UN Comtrade Database
AUS;HRV;Total Imports;Bln. Us-$;2012;0.033812864;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2000;0.054048598;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2001;0.049165408;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2002;0.093377567;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2003;0.088870433;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2004;0.114841745;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2005;0.152960602;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2006;0.180707841;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2007;0.274604582;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2008;0.353763403;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2009;0.343801409;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2010;0.402882789;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2011;0.424013021;UN Comtrade Database
AUS;HUN;Total Imports;Bln. Us-$;2012;0.334455553;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2000;0.424383409;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2001;0.418090118;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2002;0.510819942;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2003;0.637765519;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2004;0.824057979;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2005;0.927184573;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2006;0.965061328;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2007;1.209208545;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2008;1.55264532;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2009;1.609349298;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2010;1.767319308;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2011;2.297365048;UN Comtrade Database
AUS;IND;Total Imports;Bln. Us-$;2012;2.677046708;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2000;0.589946554;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2001;0.660742312;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2002;0.847093813;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2003;1.064216149;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2004;1.337497421;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2005;1.498447925;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2006;1.38442886;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2007;1.74943875;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2008;1.89456685;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2009;1.851760479;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2010;2.07459258;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2011;2.187862381;UN Comtrade Database
AUS;IRL;Total Imports;Bln. Us-$;2012;1.641359118;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2000;0.001940072;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2001;0.002757595;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2002;0.003131756;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2003;0.003370347;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2004;0.008644012;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2005;0.007245855;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2006;0.018040989;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2007;0.021425927;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2008;0.020998775;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2009;0.009114825;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2010;0.008805926;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2011;0.010851479;UN Comtrade Database
AUS;ISL;Total Imports;Bln. Us-$;2012;0.010965074;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2000;0.241976936;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2001;0.231920247;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2002;0.298837333;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2003;0.302430254;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2004;0.382275099;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2005;0.446077779;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2006;0.485743329;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2007;0.519346636;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2008;0.704815528;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2009;0.440632895;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2010;0.538139601;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2011;0.650851432;UN Comtrade Database
AUS;ISR;Total Imports;Bln. Us-$;2012;0.697112243;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2000;1.817769721;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2001;1.775450453;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2002;2.06279328;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2003;2.688847506;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2004;3.254699552;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2005;3.323669457;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2006;3.381873;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2007;4.009107643;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2008;4.523271914;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2009;3.873215206;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2010;4.395433596;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2011;5.180805183;UN Comtrade Database
AUS;ITA;Total Imports;Bln. Us-$;2012;5.535815014;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2000;8.874824075;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2001;7.891818237;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2002;8.57345092;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2003;10.582928554;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2004;12.258776864;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2005;13.05861336;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2006;13.019353662;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2007;14.940695739;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2008;17.155349817;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2009;13.223281459;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2010;16.327493307;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2011;18.577828595;UN Comtrade Database
AUS;JPN;Total Imports;Bln. Us-$;2012;19.71294086;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2000;2.782817139;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2001;2.396933053;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2002;2.595485136;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2003;3.089813177;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2004;3.623563139;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2005;3.957926742;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2006;5.205570826;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2007;4.938971302;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2008;5.449668614;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2009;5.251804641;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2010;6.415998141;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2011;7.352557482;UN Comtrade Database
AUS;KOR;Total Imports;Bln. Us-$;2012;10.201261839;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2000;0.001078775;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2001;0.001451322;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2002;0.002879187;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2003;0.005523944;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2004;0.008620731;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2005;0.011897122;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2006;0.024425978;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2007;0.026531797;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2008;0.026398966;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2009;0.020409539;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2010;0.016976314;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2011;0.044066972;UN Comtrade Database
AUS;LTU;Total Imports;Bln. Us-$;2012;0.053634632;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2003;0.000994679;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2004;0.001586281;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2005;0.00194922;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2006;0.009794109;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2007;0.019252011;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2008;0.019383917;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2009;0.026548694;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2010;0.024652681;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2011;0.02555048;UN Comtrade Database
AUS;LUX;Total Imports;Bln. Us-$;2012;0.029545034;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2000;0.001410951;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2001;0.001594742;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2002;0.001255893;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2003;0.001224797;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2004;0.001062232;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2005;0.002471156;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2006;0.003453204;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2007;0.00356801;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2008;0.002856425;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2009;0.003136775;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2010;0.003873201;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2011;0.005437506;UN Comtrade Database
AUS;LVA;Total Imports;Bln. Us-$;2012;0.00732707;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2000;0.263435425;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2001;0.317509048;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2002;0.279930625;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2003;0.383820818;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2004;0.501601742;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2005;0.646199908;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2006;0.791324222;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2007;0.938075119;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2008;1.16129346;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2009;0.95129719;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2010;1.261869196;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2011;1.835686716;UN Comtrade Database
AUS;MEX;Total Imports;Bln. Us-$;2012;2.045944349;UN Comtrade Database
AUS;MLT;Total Imports;Bln. Us-$;2000;0.00403059;UN Comtrade Database
AUS;MLT;Total Imports;Bln. Us-$;2001;0.002839498;UN Comtrade Database
AUS;MLT;Total Imports;Bln. Us-$;2002;0.002570956;UN Comtrade Database
AUS;MLT;Total Imports;Bln. Us-$;2003;0.006986905;UN Comtrade Database
AUS;MLT;Total Imports;Bln. Us-$;2004;0.00723459;UN Comtrade Database
AUS;MLT;Total Imports;Bln. Us-$;2005;0.008785284;UN Comtrade Database
